kilavuz_kodu,yil,universite_adi,birim_adi,2024_gerceklesen_siralama,2025_gerceklesen_siralama,2026_tahmini_siralama,2026_guven_alt_sinir,2026_guven_ust_sinir,tahmini_siralama_degisimi
100310104,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Kimya,315799.0,292064.0,297607,251505,453528,-5543.0
100310113,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Matematik,308587.0,301395.0,303019,240966,437005,-1624.0
100310122,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Sosyoloji,551289.0,518391.0,471683,393596,657179,46708.0
100310131,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Tarih,187252.0,204853.0,227631,145819,349582,-22778.0
100310149,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Türk Dili ve Edebiyatı,152501.0,182799.0,159372,107846,285026,23427.0
100310158,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Tıp,17273.0,15368.0,16593,13800,190118,-1225.0
100310167,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Veteriner,100737.0,84637.0,83592,80703,224188,1045.0
100310219,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İktisat,669175.0,486443.0,558957,431190,853778,-72514.0
100310228,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İşletme,590216.0,405638.0,452769,371180,735636,-47131.0
100310237,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Siyaset Bilimi ve Kamu Yönetimi,623438.0,482521.0,499632,397741,695182,-17111.0
100310246,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Maliye,713400.0,474997.0,515461,428918,810628,-40464.0
100310264,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Uluslararası İlişkiler,566322.0,397296.0,436427,350283,670208,-39131.0
100310334,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bahçe Bitkileri,432754.0,431622.0,407180,339670,615109,24442.0
100310343,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bitki Koruma,325584.0,318841.0,298831,256862,459011,20010.0
100310379,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Tarla Bitkileri,472216.0,479129.0,437593,357165,629311,41536.0
100310388,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Toprak Bilimi ve Bitki Besleme,545008.0,526635.0,509013,420630,670311,17622.0
100310397,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Zootekni,619273.0,579261.0,584211,473269,756252,-4950.0
100310422,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Tarım Ekonomisi,534429.0,499633.0,463573,382988,667269,36060.0
100310431,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Rehberlik ve Psikolojik Danışmanlık,116375.0,117732.0,112735,86999,244280,4997.0
100310449,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Peyzaj Mimarlığı,415945.0,382653.0,376551,323268,569692,6102.0
100310458,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Gıda Mühendisliği (İngilizce),277644.0,245582.0,240254,202636,380100,5328.0
100310476,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Çalışma Ekonomisi ve Endüstri İlişkileri,782623.0,557524.0,586632,527688,859257,-29108.0
100310519,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Makine Mühendisliği (İngilizce),128896.0,112751.0,115080,103712,242538,-2329.0
100310528,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Yönetim Bilişim Sistemleri,140036.0,125898.0,119874,99567,262308,6024.0
100310537,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Uluslararası Ticaret ve İşletmecilik,613174.0,514900.0,528444,442699,791623,-13544.0
100310546,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İnşaat Mühendisliği (İngilizce),243366.0,202743.0,218836,188980,352577,-16093.0
100310573,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İngiliz Dili ve Edebiyatı (İngilizce),22177.0,20460.0,21265,16317,181584,-805.0
100310591,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Tarımsal Biyoteknoloji,562350.0,540311.0,531817,441552,722898,8494.0
100310607,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Elektrik-Elektronik Mühendisliği (İngilizce),100374.0,88244.0,92596,80659,227520,-4352.0
100310616,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Biyosistem Mühendisliği,442079.0,426490.0,414874,340768,620223,11616.0
100310634,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,"Radyo, Televizyon ve Sinema",226533.0,160674.0,173500,129674,306648,-12826.0
100310643,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Seyahat İşletmeciliği,806400.0,682369.0,725141,587365,935806,-42772.0
100310652,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Turizm Rehberliği,35872.0,31880.0,33013,28570,183835,-1133.0
100310661,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Yiyecek ve İçecek İşletmeciliği,872799.0,797091.0,730295,601292,946878,66796.0
100310697,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İnsan Kaynakları Yönetimi,718527.0,616711.0,590607,490244,818725,26104.0
100310713,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Diş Hekimliği,34778.0,30058.0,30881,27716,193571,-823.0
100310722,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Kamu Yönetimi,750942.0,585865.0,568216,483901,821743,17649.0
100310846,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Psikoloji,81880.0,76090.0,79005,59380,227218,-2915.0
100310855,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Halkla İlişkiler ve Reklamcılık,256280.0,169796.0,206582,146400,332287,-36786.0
100310864,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),63415.0,72295.0,72748,47628,216809,-453.0
100310873,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Alman Dili ve Edebiyatı (Almanca),43437.0,36863.0,38442,35415,189055,-1579.0
100310925,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Türkçe Öğretmenliği,31509.0,42743.0,34652,20843,211627,8091.0
100310943,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Hemşirelik,157627.0,135309.0,138109,128280,248171,-2800.0
100310952,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Ebelik,213086.0,185815.0,185630,155997,287275,185.0
100310961,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Beslenme ve Diyetetik,224378.0,216150.0,211771,172701,327384,4379.0
100310979,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Çocuk Gelişimi,198262.0,202824.0,176431,137527,286420,26393.0
100310997,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Ekonomi,721512.0,577213.0,632974,506295,866878,-55761.0
100350033,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Çocuk Gelişimi,767667.0,658372.0,585587,515194,712633,72785.0
100350166,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bilgisayar Programcılığı,531810.0,515981.0,474137,383343,543387,41844.0
100350193,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Tıbbi Dokümantasyon ve Sekreterlik,531125.0,440623.0,437265,378598,542770,3358.0
100350263,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Gıda Teknolojisi,1623253.0,1222747.0,1216726,898292,1488888,6021.0
100350306,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Turizm ve Otel İşletmeciliği,1168541.0,889190.0,891462,724246,1101021,-2272.0
100350333,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Dış Ticaret,1683527.0,1438014.0,1375998,981226,1524790,62016.0
100350396,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Turizm ve Otel İşletmeciliği,1455853.0,1179103.0,1170815,888171,1369851,8288.0
100350493,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Dış Ticaret,1321316.0,1103319.0,1037461,820803,1298044,65858.0
100350633,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Tarımsal İşletmecilik,1893800.0,1632753.0,1617193,1030121,1695282,15560.0
100350818,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Süt ve Ürünleri Teknolojisi,1937511.0,1736047.0,1702138,1045651,1782021,33909.0
100350827,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Halkla İlişkiler ve Tanıtım,1688826.0,1455085.0,1443771,995444,1598977,11314.0
100350836,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Halkla İlişkiler ve Tanıtım,1788549.0,1555879.0,1531499,1016920,1657494,24380.0
100350845,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Pazarlama,1740484.0,1392170.0,1458715,1007052,1602814,-66545.0
100350854,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1658793.0,1192470.0,1189839,875420,1499294,2631.0
100350863,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1322621.0,992611.0,944968,749891,1235140,47643.0
100350872,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1062555.0,763197.0,812559,720897,1015508,-49362.0
100350881,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1749823.0,1399025.0,1366136,982931,1572187,32889.0
100350906,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1719965.0,1241957.0,1275061,936843,1559083,-33104.0
100350924,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Otomotiv Teknolojisi,1149350.0,880797.0,931220,744174,1105344,-50423.0
100350933,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İnşaat Teknolojisi,1057207.0,821854.0,827128,715693,989054,-5274.0
100350942,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İşletme Yönetimi,1111063.0,906526.0,856560,737793,1074438,49966.0
100350951,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İşletme Yönetimi,1789901.0,1481408.0,1457140,1012855,1601444,24268.0
100351076,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Aşçılık,856331.0,782616.0,732473,583371,832194,50143.0
100351085,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Saç Bakımı ve Güzellik Hizmetleri,1053751.0,954162.0,923396,725502,1050135,30766.0
100351101,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Turizm ve Seyahat Hizmetleri,1440986.0,1072884.0,1052772,817527,1333616,20112.0
100351137,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Tıbbi Laboratuvar Teknikleri,528820.0,424125.0,424726,380797,544548,-601.0
100351146,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Çevre Sağlığı,791631.0,748176.0,715050,562930,802105,33126.0
100351182,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Mimari Restorasyon,1763717.0,1436145.0,1371613,966149,1536822,64532.0
100351191,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İşletme Yönetimi,1512690.0,1205166.0,1138908,882193,1370964,66258.0
100351207,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Lojistik,1218434.0,1031906.0,1057543,798355,1183841,-25637.0
100351225,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Büro Yönetimi ve Yönetici Asistanlığı,1052904.0,774973.0,823665,721704,1066695,-48692.0
100351234,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Büro Yönetimi ve Yönetici Asistanlığı,1514601.0,1108481.0,1130069,880753,1445859,-21588.0
100351243,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İlk ve Acil Yardım,426934.0,336779.0,355850,294092,444741,-19071.0
100351261,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Mimari Dekoratif Sanatlar,1915890.0,1688609.0,1688049,1034777,1774532,560.0
100351288,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Fizyoterapi,566135.0,476605.0,454581,397971,560537,22024.0
100351297,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Yaşlı Bakımı,952156.0,841532.0,840882,674696,1036441,650.0
100351304,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Moda Tasarımı,1271840.0,1169723.0,1054020,804402,1270977,115703.0
100351313,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Diyaliz,607200.0,530640.0,527933,452089,627173,2707.0
100351322,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Anestezi,341410.0,321324.0,305275,243838,398332,16049.0
100351331,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Organik Tarım,1938193.0,1705694.0,1677806,1030248,1751626,27888.0
100351349,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Tıbbi Görüntüleme Teknikleri,516735.0,402867.0,416023,364469,540215,-13156.0
100351358,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Ameliyathane Hizmetleri,571155.0,503527.0,464780,402500,571744,38747.0
100351367,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İlk ve Acil Yardım,465946.0,379847.0,365748,316490,457059,14099.0
100351376,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bilgisayar Destekli Tasarım ve Animasyon,1008623.0,967136.0,895090,671339,1005787,72046.0
100351385,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Alternatif Enerji Kaynakları Teknolojisi,1254279.0,1120196.0,1044827,794355,1185734,75369.0
100351394,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1200304.0,952924.0,877503,738352,1214060,75421.0
100351401,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Dış Ticaret,1335332.0,1071160.0,1041319,824636,1297907,29841.0
100351482,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Tıbbi Görüntüleme Teknikleri,448253.0,348040.0,360159,315007,473876,-12119.0
100351507,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Organik Tarım,1853908.0,1650565.0,1618771,1050774,1681857,31794.0
100351525,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Laborant ve Veteriner Sağlık,821127.0,749999.0,720164,577248,814266,29835.0
100351561,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İnsan Kaynakları Yönetimi,1497734.0,1225623.0,1181884,876190,1352506,43739.0
100351579,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Halkla İlişkiler ve Tanıtım,1453073.0,1263221.0,1214507,880915,1406329,48714.0
100351622,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Tıbbi ve Aromatik Bitkiler,1828721.0,1603032.0,1592021,1033285,1692433,11011.0
100351649,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İşletme Yönetimi,1644856.0,1350096.0,1346322,971314,1565450,3774.0
100351658,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Gıda Kalite Kontrolü ve Analizi,1735273.0,1465551.0,1485155,1006691,1619156,-19604.0
100351676,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Tapu ve Kadastro,1030763.0,862824.0,878900,712796,1029753,-16076.0
100351685,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Evde Hasta Bakımı,689228.0,734157.0,613312,501685,775817,120845.0
100351694,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Lojistik,1594745.0,1342558.0,1369749,958126,1590242,-27191.0
100351782,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Büro Yönetimi ve Yönetici Asistanlığı,1720700.0,1333736.0,1272666,931412,1565140,61070.0
100351807,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Moda Tasarımı,1109593.0,975234.0,943676,748198,1054799,31558.0
100351816,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Gıda Kalite Kontrolü ve Analizi,1756493.0,1518029.0,1516355,1018491,1647471,1674.0
100351825,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Gıda Teknolojisi,1531343.0,1085726.0,1133951,832201,1379670,-48225.0
100351861,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Laboratuvar Teknolojisi,891001.0,765622.0,707293,593841,784214,58329.0
100351879,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bitki Koruma,1292202.0,1174843.0,1138271,835200,1224976,36572.0
100351897,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Çocuk Gelişimi,1052750.0,920004.0,821184,682134,975240,98820.0
100351913,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1593248.0,1189958.0,1122241,854135,1481614,67717.0
100390132,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Çağrı Merkezi Hizmetleri,1503203.0,1342777.0,1282187,921849,1433835,60590.0
100390138,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Gazetecilik,339829.0,255400.0,253217,214988,428813,2183.0
100390139,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İngilizce Öğretmenliği (İngilizce),14370.0,13619.0,16110,11363,180089,-2491.0
100390177,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Özel Eğitim Öğretmenliği,7397.0,6009.0,10673,3555,189195,-4664.0
100390178,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Otomotiv Teknolojisi,927408.0,706577.0,756706,627595,907003,-50129.0
100390180,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Üretimde Kalite Kontrol,1595702.0,1278805.0,1362045,946851,1523551,-83240.0
100390220,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Basım ve Yayım Teknolojileri,1365653.0,1178309.0,1197904,859403,1330653,-19595.0
100390221,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Emlak Yönetimi,1758479.0,1494681.0,1523959,1028666,1645656,-29278.0
100390222,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Görsel İletişim Tasarımı,173224.0,127756.0,170078,121393,303158,-42322.0
100390223,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Fizyoterapi ve Rehabilitasyon,270611.0,242347.0,235727,199824,363610,6620.0
100390224,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Turizm İşletmeciliği,575014.0,446516.0,510885,426898,736183,-64369.0
100390225,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Anestezi (KKTC Uyruklu),884442.0,1729698.0,902038,593015,1872645,827660.0
100390229,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Lojistik Yönetimi,617677.0,523863.0,523726,437553,806646,137.0
100390230,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Uluslararası Ticaret ve Finansman,601393.0,510807.0,513419,437300,768803,-2612.0
100390232,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Peyzaj ve Süs Bitkileri Yetiştiriciliği,1889629.0,1609803.0,1653070,1053998,1714253,-43267.0
100390283,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Çocuk Gelişimi,974139.0,845429.0,802875,661338,905499,42554.0
100390284,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Fizyoterapi,631061.0,566351.0,526064,435101,584058,40287.0
100390285,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Evde Hasta Bakımı,662976.0,678250.0,599407,499671,790399,78843.0
100390299,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Polimer Teknolojisi,1797933.0,1492278.0,1550659,1036516,1660043,-58381.0
100390313,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Elektronik Teknolojisi,1187827.0,959588.0,1023541,786392,1150374,-63953.0
100390320,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Makine,962752.0,869185.0,855357,668484,945721,13828.0
100390327,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Makine Resim ve Konstrüksiyonu,1274699.0,1106141.0,1111497,828764,1289793,-5356.0
100390334,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Özel Güvenlik ve Koruma,1205498.0,1151362.0,1056643,798527,1173323,94719.0
100390362,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Podoloji,709439.0,649085.0,633031,491243,746841,16054.0
100390390,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Ekonometri,791837.0,599107.0,635133,539755,859260,-36026.0
100390397,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Ekonomi ve Finans,579114.0,447870.0,527394,409073,743960,-79524.0
100390404,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,İktisat,516777.0,345833.0,420175,333202,648861,-74342.0
100390411,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Maliye,491841.0,336147.0,373250,323910,598830,-37103.0
100390418,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,Uluslararası İlişkiler (İngilizce),246212.0,186529.0,198786,171729,315753,-12257.0
100410015,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Okul Öncesi Öğretmenliği,20899.0,20917.0,22661,14112,198938,-1744.0
100410024,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Sınıf Öğretmenliği,117249.0,105036.0,106275,91628,243871,-1239.0
100410033,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Sosyal Bilgiler Öğretmenliği,119802.0,198219.0,131314,72530,267330,66905.0
100410042,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Türkçe Öğretmenliği,39787.0,128648.0,43742,27736,221680,84906.0
100410069,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Coğrafya,373409.0,415740.0,336433,259015,505579,79307.0
100410078,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Çağdaş Türk Lehçeleri ve Edebiyatları,870038.0,780895.0,768618,590728,963506,12277.0
100410103,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Kimya,381089.0,343655.0,378718,299788,558545,-35063.0
100410112,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Matematik,377003.0,353218.0,347993,283174,525507,5225.0
100410121,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Sosyoloji,740784.0,707045.0,653566,503080,855841,53479.0
100410139,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Tarih,418189.0,391179.0,484622,308857,649008,-93443.0
100410148,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Türk Dili ve Edebiyatı,232742.0,325736.0,259028,166749,380493,66708.0
100410157,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Sinema ve Televizyon,579664.0,427386.0,476723,384987,682387,-49337.0
100410166,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),İktisat,891060.0,636763.0,732581,615145,1001362,-95818.0
100410175,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),İşletme,732288.0,514966.0,548221,470131,816077,-33255.0
100410184,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),İşletme (İngilizce),535146.0,367733.0,437281,341580,665562,-69548.0
100410193,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Maliye,771482.0,522254.0,558486,513567,857413,-36232.0
100410324,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Veteriner,134578.0,113089.0,112587,109009,243709,502.0
100410493,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Kimya Mühendisliği,251713.0,211487.0,228454,197503,368482,-16967.0
100410572,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Metalurji ve Malzeme Mühendisliği,279718.0,251227.0,248014,193840,399360,3213.0
100410599,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Otomotiv Mühendisliği,272601.0,242487.0,252051,205324,381866,-9564.0
100410615,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Makine Mühendisliği,258465.0,213458.0,228830,192537,372622,-15372.0
100410633,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Elektrik Mühendisliği,295999.0,252661.0,257872,219075,409236,-5211.0
100410651,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Elektrik-Elektronik Mühendisliği,209715.0,176626.0,181266,156018,279888,-4640.0
100410669,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Elektrik-Elektronik Mühendisliği (M.T.O.K.),299795.0,225932.0,253073,188493,422701,-27141.0
100410712,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Mekatronik Mühendisliği,248968.0,225304.0,222793,194436,364445,2511.0
100410784,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),İç Mimarlık ve Çevre Tasarımı,201305.0,186693.0,183210,137316,288408,3483.0
100410809,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Moleküler Biyoloji ve Genetik,356522.0,335406.0,337933,286086,527805,-2527.0
100410818,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Turizm İşletmeciliği,978785.0,788009.0,820557,651817,996407,-32548.0
100410827,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Gastronomi ve Mutfak Sanatları,80117.0,53834.0,73473,43470,222316,-19639.0
100410836,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Hukuk,51526.0,28640.0,40201,23100,216501,-11561.0
100410924,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Felsefe,1111586.0,1011133.0,978617,759063,1109832,32516.0
100410933,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Turizm Rehberliği,61577.0,52214.0,62866,48037,196604,-10652.0
100410978,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Siyaset Bilimi ve Kamu Yönetimi,764142.0,570910.0,583348,505886,808739,-12438.0
100410987,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Sosyal Hizmet,717881.0,572133.0,570540,454679,790520,1593.0
100450014,2025,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR),Aşçılık,918256.0,825525.0,789914,629079,904242,35611.0
